,syllables,normalized_text,n_syls,n_syls_SonoriPy
83749,mo|no|lo|gua,monologua,4,
83750,mo|no|lo|guaient,monologuaient,4,
83751,mo|no|lo|guais,monologuais,4,
83752,mo|no|lo|guait,monologuait,4,
83753,mo|no|lo|guant,monologuant,4,
83756,mo|no|lo|guer,monologuer,4,
83762,mo|no|ma|nie,monomanie,4,
83763,mo|no|mo|teur,monomoteur,4,
83764,mo|no|mo|teurs,monomoteurs,4,
83765,mo|no|nu|cléai|re,mononucléaire,5,
83766,mo|no|nu|cléo|se,mononucléose,5,
83767,mo|no|pa|ren|tal,monoparental,5,
83771,mo|no|pha|sée,monophasée,4,
83775,mo|no|plan,monoplan,3,
83776,mo|no|plan,monoplan,3,
83777,mo|no|plans,monoplans,3,
83781,mo|no|po|li|sa,monopolisa,5,
83782,mo|no|po|li|saient,monopolisaient,5,
83783,mo|no|po|li|sais,monopolisais,5,
83784,mo|no|po|li|sait,monopolisait,5,
83787,mo|no|po|li|ser,monopoliser,5,
83788,mo|no|po|li|se|ra,monopolisera,6,
83789,mo|no|po|li|sez,monopolisez,5,
83792,mo|no|po|li|sés,monopolisés,5,
83793,mo|no|po|ly,monopoly,4,
83794,mo|no|prix,monoprix,3,
83795,mo|no|rail,monorail,3,
83796,mo|no|rail,monorail,3,
83797,mo|no|rails,monorails,3,
83803,mo|no|théis|me,monothéisme,4,
83804,mo|no|théis|mes,monothéismes,4,
83805,mo|no|théis|te,monothéiste,4,
83806,mo|no|théis|te,monothéiste,4,
83807,mo|no|théis|tes,monothéistes,4,
83809,mo|no|to|ne|ment,monotonement,5,
83811,mo|no|to|nie,monotonie,4,
83813,mo|noxy|de,monoxyde,3,
83814,mo|noxy|le,monoxyle,3,
83816,mon|sei|gneur,monseigneur,3,
83817,mon|sieur,monsieur,2,
83818,mon|si|gnor,monsignor,3,
83826,mons|trueu|se,monstrueuse,3,
83828,mons|trueu|ses,monstrueuses,3,
83832,mont,mont,1,
83835,mon|ta,monta,2,
83838,mon|ta|gnard,montagnard,3,
83839,mon|ta|gnard,montagnard,3,
83849,mon|ta|gneux,montagneux,3,
83850,mon|tai,montai,2,
83851,mon|taient,montaient,2,
83852,mon|tais,montais,2,
83853,mon|tai|son,montaison,3,
83854,mon|tait,montait,2,
83855,mon|tant,montant,2,
83856,mon|tant,montant,2,
83857,mon|tant,montant,2,
83860,mon|tants,montants,2,
83861,mon|tants,montants,2,
83869,mon|ter,monter,2,
83870,mon|te|ra,montera,3,
83871,mon|te|rai,monterai,3,
83872,mon|te|raient,monteraient,3,
83873,mon|te|rais,monterais,3,
83874,mon|te|rait,monterait,3,
83875,mon|te|ras,monteras,3,
83876,mon|te|rez,monterez,3,
83877,mon|te|riez,monteriez,3,
83878,mon|te|rons,monterons,3,
83879,mon|te|ront,monteront,3,
83882,mon|teur,monteur,2,
83883,mon|teurs,monteurs,2,
83885,mon|tez,montez,2,
83890,mon|tiez,montiez,2,
83891,mon|tions,montions,2,
83892,mont|joie,montjoie,2,
83893,mont|mar|trois,montmartrois,3,
83894,mont|mar|trois,montmartrois,3,
83897,mon|tons,montons,2,
83898,mont|par|no,montparno,3,
83899,mont|par|no,montparno,3,
83901,mon|tra,montra,2,
83904,mon|trai,montrai,2,
83905,mon|traient,montraient,2,
83906,mon|trais,montrais,2,
83907,mon|trait,montrait,2,
83908,mon|trant,montrant,2,
83917,mon|trer,montrer,2,
83918,mon|tre|ra,montrera,3,
83919,mon|tre|rai,montrerai,3,
83920,mon|tre|raient,montreraient,3,
83921,mon|tre|rais,montrerais,3,
83922,mon|tre|rait,montrerait,3,
83923,mon|tre|ras,montreras,3,
83924,mon|tre|rez,montrerez,3,
83925,mon|tre|riez,montreriez,3,
83926,mon|tre|rons,montrerons,3,
83927,mon|tre|ront,montreront,3,
83931,mon|treur,montreur,2,
83932,mon|treurs,montreurs,2,
83935,mon|trez,montrez,2,
83938,mon|trons,montrons,2,
83940,mon|trât,montrât,2,
83942,mon|tré,montré,2,
83943,mon|trée,montrée,2,
83944,mon|trées,montrées,2,
83945,mon|trés,montrés,2,
83946,monts,monts,1,
83950,mon|tueux,montueux,2,
83954,mon|tât,montât,2,
83956,mon|té,monté,2,
83957,mon|té,monté,2,
83958,mon|tée,montée,2,
83959,mon|tée,montée,2,
83960,mon|tée,montée,2,
83961,mon|tées,montées,2,
83962,mon|tées,montées,2,
83963,mon|tées,montées,2,
83964,mon|té|né|grin,monténégrin,4,
83965,mon|té|né|grin,monténégrin,4,
83967,mon|tés,montés,2,
83968,mon|tés,montés,2,
83969,mo|nu|ment,monument,3,
83970,mo|nu|men|tal,monumental,4,
83975,mo|nu|men|taux,monumentaux,4,
83976,mo|nu|ments,monuments,3,
83986,mo|qua,moqua,2,
83987,mo|quai,moquai,2,
83988,mo|quaient,moquaient,2,
83989,mo|quais,moquais,2,
83990,mo|quait,moquait,2,
83991,mo|quant,moquant,2,
83995,mo|quer,moquer,2,
83996,mo|que|ra,moquera,3,
83997,mo|que|rai,moquerai,3,
83998,mo|que|raient,moqueraient,3,
83999,mo|que|rais,moquerais,3,
84000,mo|que|rait,moquerait,3,
84001,mo|que|ras,moqueras,3,
84002,mo|que|rez,moquerez,3,
84003,mo|que|rie,moquerie,3,
84004,mo|que|ries,moqueries,3,
84005,mo|que|riez,moqueriez,3,
84006,mo|que|ront,moqueront,3,
84011,mo|quet|té,moquetté,3,
84012,mo|quet|tées,moquettées,3,
84013,mo|quet|tés,moquettés,3,
84014,mo|queur,moqueur,2,
84015,mo|queur,moqueur,2,
84016,mo|queurs,moqueurs,2,
84017,mo|queurs,moqueurs,2,
84020,mo|queu|se|ment,moqueusement,4,
84023,mo|quez,moquez,2,
84024,mo|quiez,moquiez,2,
84025,mo|quions,moquions,2,
84026,mo|quons,moquons,2,
84027,mo|quât,moquât,2,
84029,mo|qué,moqué,2,
84030,mo|quée,moquée,2,
84031,mo|quées,moquées,2,
84032,mo|qués,moqués,2,
84033,mo|rail|lon,moraillon,3,
84038,mo|ral,moral,2,
84039,mo|ral,moral,2,
84042,mo|ra|le|ment,moralement,4,
84046,mo|ra|li|sa|teur,moralisateur,5,
84047,mo|ra|li|sa|teur,moralisateur,5,
84048,mo|ra|li|sa|teurs,moralisateurs,5,
84049,mo|ra|li|sa|teurs,moralisateurs,5,
84050,mo|ra|li|sa|tion,moralisation,5,
84053,mo|ra|li|ser,moraliser,4,
84059,mo|ra|li|sée,moralisée,4,
84060,mo|ra|li|té,moralité,4,
84061,mo|ra|li|tés,moralités,4,
84066,mo|raux,moraux,2,
84067,mo|raux,moraux,2,
84071,mor|bac,morbac,2,
84072,mor|bacs,morbacs,2,
84079,mor|bi|di|té,morbidité,4,
84080,mor|bier,morbier,2,
84081,mor|bleu,morbleu,2,
84082,mor|ceau,morceau,2,
84083,mor|ceaux,morceaux,2,
84084,mor|ce|la,morcela,3,
84085,mor|ce|lait,morcelait,3,
84086,mor|ce|lant,morcelant,3,
84087,mor|ce|ler,morceler,3,
84088,mor|cel|le|ment,morcellement,4,
84089,mor|cel|le|ments,morcellements,4,
84091,mor|cel|le|ra,morcellera,4,
84092,mor|ce|lé,morcelé,3,
84093,mor|ce|lé,morcelé,3,
84094,mor|ce|lée,morcelée,3,
84095,mor|ce|lée,morcelée,3,
84096,mor|ce|lées,morcelées,3,
84097,mor|ce|lés,morcelés,3,
84098,mor|ce|lés,morcelés,3,
84099,mor|cif,morcif,2,
84101,mord,mord,1,
84102,mor|daient,mordaient,2,
84103,mor|dais,mordais,2,
84104,mor|dait,mordait,2,
84105,mor|dant,mordant,2,
84106,mor|dant,mordant,2,
84107,mor|dant,mordant,2,
84110,mor|dants,mordants,2,
84115,mor|deur,mordeur,2,
84116,mor|deur,mordeur,2,
84117,mor|deurs,mordeurs,2,
84118,mor|deurs,mordeurs,2,
84121,mor|dez,mordez,2,
84122,mor|di|cus,mordicus,3,
84124,mor|dil|la,mordilla,3,
84126,mor|dil|laient,mordillaient,3,
84127,mor|dil|lais,mordillais,3,
84128,mor|dil|lait,mordillait,3,
84129,mor|dil|lant,mordillant,3,
84131,mor|dil|le|ment,mordillement,4,
84132,mor|dil|le|ments,mordillements,4,
84134,mor|dil|ler,mordiller,3,
84135,mor|dil|le|ra,mordillera,4,
84136,mor|dil|lez,mordillez,3,
84137,mor|dil|lé,mordillé,3,
84138,mor|dil|lée,mordillée,3,
84139,mor|dil|lées,mordillées,3,
84140,mor|dil|lés,mordillés,3,
84141,mor|dions,mordions,2,
84143,mor|dis,mordis,2,
84145,mor|dit,mordit,2,
84146,mor|do|rait,mordorait,3,
84147,mor|do|ré,mordoré,3,
84148,mor|do|rée,mordorée,3,
84149,mor|do|rée,mordorée,3,
84150,mor|do|rées,mordorées,3,
84151,mor|do|rées,mordorées,3,
84152,mor|do|rés,mordorés,3,
84153,mor|do|rés,mordorés,3,
84154,mor|dra,mordra,2,
84155,mor|drai,mordrai,2,
84156,mor|draient,mordraient,2,
84157,mor|drais,mordrais,2,
84158,mor|drait,mordrait,2,
84159,mor|dras,mordras,2,
84161,mor|drez,mordrez,2,
84162,mor|dront,mordront,2,
84164,mor|du,mordu,2,
84165,mor|du,mordu,2,
84166,mor|due,mordue,2,
84167,mor|due,mordue,2,
84168,mor|dues,mordues,2,
84169,mor|dues,mordues,2,
84170,mor|dus,mordus,2,
84171,mor|dus,mordus,2,
84172,mor|dît,mordît,2,
84181,mor|fal,morfal,2,
84184,mor|fa|ler,morfaler,3,
84186,mor|fa|lou,morfalou,3,
84187,mor|fals,morfals,2,
84188,mor|fa|lé,morfalé,3,
84189,mor|fa|lée,morfalée,3,
84190,mor|fa|lés,morfalés,3,
84191,mor|fil,morfil,2,
84192,mor|flais,morflais,2,
84193,mor|flait,morflait,2,
84195,mor|fler,morfler,2,
84196,mor|fle|ra,morflera,3,
84197,mor|fle|ras,morfleras,3,
84198,mor|fle|rez,morflerez,3,
84200,mor|flé,morflé,2,
84201,mor|flée,morflée,2,
84202,mor|fond,morfond,2,
84203,mor|fon|daient,morfondaient,3,
84204,mor|fon|dais,morfondais,3,
84205,mor|fon|dait,morfondait,3,
84206,mor|fon|dant,morfondant,3,
84208,mor|fon|dis,morfondis,3,
84209,mor|fon|dra,morfondra,3,
84212,mor|fon|du,morfondu,3,
84213,mor|fon|du,morfondu,3,
84214,mor|fon|due,morfondue,3,
84215,mor|ga|na,morgana,3,
84219,mor|ga|ner,morganer,3,
84220,mor|ga|ne|rai,morganerai,4,
84226,mo|ri|bond,moribond,3,
84227,mo|ri|bond,moribond,3,
84233,mo|ri|caud,moricaud,3,
84234,mo|ri|caud,moricaud,3,
84240,mo|ri|gé|na,morigéna,4,
84241,mo|ri|gé|nai,morigénai,4,
84242,mo|ri|gé|nais,morigénais,4,
84243,mo|ri|gé|nait,morigénait,4,
84244,mo|ri|gé|nant,morigénant,4,
84245,mo|ri|gé|ner,morigéner,4,
84246,mo|ri|gé|né,morigéné,4,
84247,mo|ri|gé|née,morigénée,4,
84250,mo|ril|lon,morillon,3,
84251,mo|ril|lons,morillons,3,
84254,mor|mon,mormon,2,
84255,mor|mon,mormon,2,
84259,mor|mons,mormons,2,
84260,mor|mons,mormons,2,
84267,mo|ro,moro,2,
84271,mo|ro|si|té,morosité,4,
84272,mo|ro|si|tés,morosités,4,
84274,mor|phing,morphing,2,
84278,mor|pho,morpho,2,
84281,mor|pho|lo|gie,morphologie,4,
84284,mor|pion,morpion,2,
84285,mor|pions,morpions,2,
84286,mors,mors,1,
84290,mort,mort,1,
84291,mort,mort,1,
84292,mort,mort,1,
84303,mor|tai|ser,mortaiser,3,
84306,mor|ta|li|té,mortalité,4,
84311,mor|tel,mortel,2,
84312,mor|tel,mortel,2,
84315,mor|tel|le|ment,mortellement,4,
84318,mor|tels,mortels,2,
84319,mor|tels,mortels,2,
84325,mor|ti|bus,mortibus,3,
84326,mor|tier,mortier,2,
84327,mor|tiers,mortiers,2,
84328,mor|ti|fia,mortifia,3,
84329,mor|ti|fiai,mortifiai,3,
84330,mor|ti|fiaient,mortifiaient,3,
84331,mor|ti|fiait,mortifiait,3,
84332,mor|ti|fiant,mortifiant,3,
84333,mor|ti|fiant,mortifiant,3,
84336,mor|ti|fiants,mortifiants,3,
84337,mor|ti|fi|ca|tion,mortification,5,
84338,mor|ti|fi|ca|tions,mortifications,5,
84339,mor|ti|fie,mortifie,3,
84340,mor|ti|fier,mortifier,3,
84341,mor|ti|fié,mortifié,3,
84342,mor|ti|fiée,mortifiée,3,
84343,mor|ti|fiés,mortifiés,3,
84346,morts,morts,1,
84347,morts,morts,1,
84348,morts,morts,1,
84352,mo|rue,morue,2,
84353,mo|rues,morues,2,
84355,mor|van|diau,morvandiau,3,
84361,mor|veux,morveux,2,
84362,mor|veux,morveux,2,
84364,mo|saï|que,mosaïque,3,
84365,mo|saï|ques,mosaïques,3,
84368,mo|saïs|te,mosaïste,3,
84376,mos|quée,mosquée,2,
84377,mos|quées,mosquées,2,
84378,mot,mot,1,
84381,mo|tard,motard,2,
84385,mo|tel,motel,2,
84386,mo|tels,motels,2,
84388,mo|tet,motet,2,
84389,mo|tets,motets,2,
84390,mo|teur,moteur,2,
84391,mo|teur,moteur,2,
84393,mo|teurs,moteurs,2,
84394,mo|teurs,moteurs,2,
84396,mo|tif,motif,2,
84399,mo|tion,motion,2,
84400,mo|tions,motions,2,
84401,mo|ti|va,motiva,3,
84402,mo|ti|vai,motivai,3,
84403,mo|ti|vaient,motivaient,3,
84404,mo|ti|vais,motivais,3,
84405,mo|ti|vait,motivait,3,
84406,mo|ti|vant,motivant,3,
84407,mo|ti|vant,motivant,3,
84409,mo|ti|va|teur,motivateur,4,
84410,mo|ti|va|tion,motivation,4,
84411,mo|ti|va|tions,motivations,4,
84414,mo|ti|ver,motiver,3,
84415,mo|ti|ve|ra,motivera,4,
84416,mo|ti|vez,motivez,3,
84417,mo|ti|vé,motivé,3,
84418,mo|ti|vé,motivé,3,
84419,mo|ti|vée,motivée,3,
84420,mo|ti|vée,motivée,3,
84421,mo|ti|vées,motivées,3,
84422,mo|ti|vées,motivées,3,
84423,mo|ti|vés,motivés,3,
84424,mo|ti|vés,motivés,3,
84425,mo|to,moto,2,
84428,mo|to|cross,motocross,3,
84429,mo|to|cul|teur,motoculteur,4,
84440,mo|to|ri|sa|tion,motorisation,5,
84441,mo|to|ri|ser,motoriser,4,
84442,mo|to|ri|sé,motorisé,4,
84443,mo|to|ri|sé,motorisé,4,
84444,mo|to|ri|sée,motorisée,4,
84445,mo|to|ri|sée,motorisée,4,
84446,mo|to|ri|sées,motorisées,4,
84447,mo|to|ri|sées,motorisées,4,
84448,mo|to|ri|sés,motorisés,4,
84449,mo|to|ri|sés,motorisés,4,
84450,mo|tos,motos,2,
84455,mo|tri|ci|té,motricité,4,
84456,mots,mots,1,
84461,mot|te|reau,mottereau,3,
84463,mot|teux,motteux,2,
84465,mo|tus,motus,2,
84466,mou,mou,1,
84467,mou,mou,1,
84468,mouais,mouais,1,
84469,mou|cha,moucha,2,
84472,mou|chai,mouchai,2,
84473,mou|chaient,mouchaient,2,
84474,mou|chait,mouchait,2,
84475,mou|chant,mouchant,2,
84476,mou|chard,mouchard,2,
84477,mou|chard,mouchard,2,
84478,mou|char|da,moucharda,3,
84480,mou|char|dait,mouchardait,3,
84485,mou|char|der,moucharder,3,
84486,mou|char|de|ra,mouchardera,4,
84487,mou|char|de|rait,moucharderait,4,
84492,mou|char|dé,mouchardé,3,
84496,mou|cher,moucher,2,
84497,mou|che|ron,moucheron,3,
84498,mou|che|rons,moucherons,3,
84501,mou|che|tait,mouchetait,3,
84502,mou|che|tant,mouchetant,3,
84507,mou|che|té,moucheté,3,
84508,mou|che|té,moucheté,3,
84509,mou|che|tée,mouchetée,3,
84510,mou|che|tée,mouchetée,3,
84511,mou|che|tées,mouchetées,3,
84512,mou|che|tées,mouchetées,3,
84513,mou|che|tés,mouchetés,3,
84514,mou|che|tés,mouchetés,3,
84515,mou|cheur,moucheur,2,
84516,mou|chez,mouchez,2,
84517,mou|choir,mouchoir,2,
84518,mou|choirs,mouchoirs,2,
84519,mou|chons,mouchons,2,
84520,mou|ché,mouché,2,
84521,mou|chée,mouchée,2,
84522,mou|chés,mouchés,2,
84523,moud,moud,1,
84525,moud|ja|hi|din,moudjahidin,4,
84527,mou|drai,moudrai,2,
84530,moue,moue,1,
84531,moues,moues,1,
84534,mou|fe|tait,moufetait,3,
84536,mou|fe|té,moufeté,3,
84540,mou|flet,mouflet,2,
84541,mou|flets,mouflets,2,
84544,mou|flon,mouflon,2,
84545,mou|flons,mouflons,2,
84546,mouf|taient,mouftaient,2,
84547,mouf|tais,mouftais,2,
84548,mouf|tait,mouftait,2,
84551,mouf|ter,moufter,2,
84552,mouf|te|ra,mouftera,3,
84554,mouf|tez,mouftez,2,
84555,mouf|té,moufté,2,
84556,mouil|la,mouilla,2,
84559,mouil|laient,mouillaient,2,
84560,mouil|lais,mouillais,2,
84561,mouil|lait,mouillait,2,
84562,mouil|lant,mouillant,2,
84563,mouil|lant,mouillant,2,
84569,mouil|ler,mouiller,2,
84570,mouil|le|ra,mouillera,3,
84571,mouil|le|rai,mouillerai,3,
84572,mouil|le|rais,mouillerais,3,
84573,mouil|le|rait,mouillerait,3,
84574,mouil|le|ras,mouilleras,3,
84575,mouil|le|ront,mouilleront,3,
84582,mouil|lez,mouillez,2,
84584,mouil|lons,mouillons,2,
84585,mouil|lons,mouillons,2,
84589,mouil|lé,mouillé,2,
84590,mouil|lé,mouillé,2,
84591,mouil|lée,mouillée,2,
84592,mouil|lée,mouillée,2,
84593,mouil|lées,mouillées,2,
84594,mouil|lées,mouillées,2,
84595,mouil|lés,mouillés,2,
84596,mouil|lés,mouillés,2,
84598,mou|ja|hid,moujahid,3,
84599,mou|jik,moujik,2,
84600,mou|jiks,moujiks,2,
84605,mou|la,moula,2,
84608,mou|laient,moulaient,2,
84609,mou|lait,moulait,2,
84610,mou|lant,moulant,2,
84611,mou|lant,moulant,2,
84614,mou|lants,moulants,2,
84618,mou|ler,mouler,2,
84619,mou|le|raient,mouleraient,3,
84620,mou|le|rait,moulerait,3,
84623,mou|leur,mouleur,2,
84624,mou|lez,moulez,2,
84625,mou|lez,moulez,2,
84626,mou|lin,moulin,2,
84629,mou|li|nait,moulinait,3,
84632,mou|li|ner,mouliner,3,
84634,mou|li|net,moulinet,3,
84635,mou|li|nets,moulinets,3,
84638,mou|li|nez,moulinez,3,
84639,mou|lins,moulins,2,
84640,moult,moult,1,
84641,mou|lu,moulu,2,
84642,mou|lu,moulu,2,
84643,mou|lue,moulue,2,
84644,mou|lue,moulue,2,
84645,mou|lues,moulues,2,
84646,mou|lues,moulues,2,
84647,mou|lu|ra|tions,moulurations,4,
84650,mou|lu|ré,mouluré,3,
84651,mou|lus,moulus,2,
84652,mou|lus,moulus,2,
84653,mou|lut,moulut,2,
84654,mou|lé,moulé,2,
84655,mou|lé,moulé,2,
84656,mou|lée,moulée,2,
84657,mou|lée,moulée,2,
84658,mou|lées,moulées,2,
84659,mou|lées,moulées,2,
84660,mou|lés,moulés,2,
84661,mou|lés,moulés,2,
84665,mound,mound,1,
84667,mou|raient,mouraient,2,
84668,mou|rais,mourais,2,
84669,mou|rait,mourait,2,
84670,mou|rant,mourant,2,
84671,mou|rant,mourant,2,
84672,mou|rant,mourant,2,
84677,mou|rants,mourants,2,
84678,mou|rants,mourants,2,
84679,mou|rez,mourez,2,
84681,mou|riez,mouriez,2,
84682,mou|rions,mourions,2,
84683,mou|rir,mourir,2,
84684,mou|roir,mouroir,2,
84685,mou|ron,mouron,2,
84687,mou|ron|ner,mouronner,3,
84688,mou|rons,mourons,2,
84689,mou|rons,mourons,2,
84690,mour|ra,mourra,2,
84691,mour|rai,mourrai,2,
84692,mour|raient,mourraient,2,
84693,mour|rais,mourrais,2,
84694,mour|rait,mourrait,2,
84695,mour|ras,mourras,2,
84697,mour|rez,mourrez,2,
84698,mour|riez,mourriez,2,
84699,mour|rions,mourrions,2,
84700,mour|rons,mourrons,2,
84701,mour|ront,mourront,2,
84703,mou|rus,mourus,2,
84705,mou|rut,mourut,2,
84706,mou|rût,mourût,2,
84708,mous,mous,1,
84709,mous,mous,1,
84712,mous|mé,mousmé,2,
84713,mous|més,mousmés,2,
84714,mous|quet,mousquet,2,
84718,mous|que|te|rie,mousqueterie,4,
84719,mous|que|ton,mousqueton,3,
84720,mous|que|tons,mousquetons,3,
84721,mous|quets,mousquets,2,
84723,mous|saient,moussaient,2,
84724,mous|sail|lon,moussaillon,3,
84725,mous|sail|lons,moussaillons,3,
84726,mous|sait,moussait,2,
84727,mous|sa|ka,moussaka,3,
84728,mous|sa|kas,moussakas,3,
84729,mous|sant,moussant,2,
84730,mous|sant,moussant,2,
84732,mous|sants,moussants,2,
84739,mous|ser,mousser,2,
84740,mous|se|ron,mousseron,3,
84741,mous|se|rons,mousserons,3,
84746,mous|seux,mousseux,2,
84747,mous|seux,mousseux,2,
84748,mous|son,mousson,2,
84749,mous|sons,moussons,2,
84750,mous|su,moussu,2,
84751,mous|sue,moussue,2,
84752,mous|sues,moussues,2,
84753,mous|sus,moussus,2,
84756,mous|ta|chu,moustachu,3,
84757,mous|ta|chue,moustachue,3,
84758,mous|ta|chues,moustachues,3,
84759,mous|ta|chus,moustachus,3,
84766,mou|tard,moutard,2,
84770,mou|tar|dier,moutardier,3,
84774,mou|ton,mouton,2,
84775,mou|ton|naient,moutonnaient,3,
84776,mou|ton|nait,moutonnait,3,
84777,mou|ton|nant,moutonnant,3,
84778,mou|ton|nant,moutonnant,3,
84781,mou|ton|nants,moutonnants,3,
84783,mou|ton|ne|ment,moutonnement,4,
84784,mou|ton|ne|ments,moutonnements,4,
84786,mou|ton|ner,moutonner,3,
84787,mou|ton|ne|rie,moutonnerie,4,
84788,mou|ton|neux,moutonneux,3,
84789,mou|ton|nier,moutonnier,3,
84790,mou|ton|niers,moutonniers,3,
84792,mou|tons,moutons,2,
84795,mou|vaient,mouvaient,2,
84796,mou|vais,mouvais,2,
84797,mou|vait,mouvait,2,
84800,mou|vant,mouvant,2,
84801,mou|vant,mouvant,2,
84804,mou|vants,mouvants,2,
84805,mou|ve|ment,mouvement,3,
84807,mou|ve|ments,mouvements,3,
84808,mou|ve|men|té,mouvementé,4,
84809,mou|ve|men|té,mouvementé,4,
84810,mou|ve|men|tée,mouvementée,4,
84811,mou|ve|men|tée,mouvementée,4,
84812,mou|ve|men|tées,mouvementées,4,
84813,mou|ve|men|tées,mouvementées,4,
84814,mou|ve|men|tés,mouvementés,4,
84815,mou|ve|men|tés,mouvementés,4,
84816,mou|voir,mouvoir,2,
84825,moyen|ne,moyenne,2,
84826,moyen|ne,moyenne,2,
84827,moyen|ne,moyenne,2,
84830,moyen|nes,moyennes,2,
84831,moyen|nes,moyennes,2,
84843,moz|za|rel|la,mozzarella,4,
84845,moï,moï,1,
84846,moï|se,moïse,2,
84847,moût,moût,1,
84848,moûts,moûts,1,
84849,mua,mua,1,
84850,muai,muai,1,
84851,muaient,muaient,1,
84852,muait,muait,1,
84853,muant,muant,1,
84854,mu|cha|cho,muchacho,3,
84855,mu|cha|chos,muchachos,3,
84856,mu|chas,muchas,2,
84861,mu|co|si|té,mucosité,4,
84862,mu|co|si|tés,mucosités,4,
84864,mu|cus,mucus,2,
84865,mu|dé|jar,mudéjar,3,
84866,mu|dé|jar,mudéjar,3,
84868,mue,mue,1,
84869,mue,mue,1,
84870,muent,muent,1,
84871,muer,muer,1,
84872,mue|ra,muera,2,
84873,mue|ront,mueront,2,
84874,mues,mues,1,
84875,mues,mues,1,
84877,muet,muet,1,
84878,muet,muet,1,
84879,muets,muets,1,
84880,muets,muets,1,
84883,muet|te|ment,muettement,3,
84886,muez|zin,muezzin,2,
84887,muez|zins,muezzins,2,
84888,muf|fin,muffin,2,
84889,muf|fins,muffins,2,
84892,mu|fle|rie,muflerie,3,
84893,mu|fle|ries,mufleries,3,
84899,muf|ti,mufti,2,
84900,muf|tis,muftis,2,
84902,mu|gi,mugi,2,
84903,mu|gir,mugir,2,
84904,mu|gis,mugis,2,
84905,mu|gis|saient,mugissaient,3,
84906,mu|gis|sait,mugissait,3,
84907,mu|gis|sant,mugissant,3,
84908,mu|gis|sant,mugissant,3,
84911,mu|gis|sants,mugissants,3,
84912,mu|gis|se|ment,mugissement,4,
84913,mu|gis|se|ments,mugissements,4,
84915,mu|git,mugit,2,
84916,mu|guet,muguet,2,
84917,mu|guets,muguets,2,
84923,mu|let,mulet,2,
84924,mu|le|ta,muleta,3,
84925,mu|le|tier,muletier,3,
84926,mu|le|tier,muletier,3,
84927,mu|le|tiers,muletiers,3,
84929,mu|lets,mulets,2,
84931,mul|hou|sien,mulhousien,3,
84933,mu|lon,mulon,2,
84934,mu|lot,mulot,2,
84935,mu|lots,mulots,2,
84936,mul|ti,multi,2,
84946,mul|ti|di|men|sion|nel,multidimensionnel,6,
84948,mul|ti|di|men|sion|nels,multidimensionnels,6,
84950,mul|ti|fa|mi|lial,multifamilial,5,
84951,mul|ti|fonc|tion,multifonction,4,
84952,mul|ti|fonc|tion|nel,multifonctionnel,5,
84953,mul|ti|fonc|tions,multifonctions,4,
84964,mul|ti|mé|dia,multimédia,4,
84965,mul|ti|na|tio|nal,multinational,5,
84970,mul|ti|na|tio|naux,multinationaux,5,
84977,mul|ti|plex,multiplex,3,
84978,mul|ti|plex,multiplex,3,
84979,mul|ti|plexe,multiplexe,3,
84981,mul|ti|plexes,multiplexes,3,
84989,mul|ti|pli|ca|teur,multiplicateur,5,
84990,mul|ti|pli|ca|tion,multiplication,5,
84991,mul|ti|pli|ca|tions,multiplications,5,
84992,mul|ti|pli|ci|té,multiplicité,5,
84993,mul|ti|pli|ci|tés,multiplicités,5,
84994,mul|ti|plie,multiplie,3,
84995,mul|ti|plient,multiplient,3,
84997,mul|ti|plie|rai,multiplierai,4,
84998,mul|ti|plie|raient,multiplieraient,4,
84999,mul|ti|plie|rait,multiplierait,4,
85000,mul|ti|plie|rons,multiplierons,4,
85001,mul|ti|plie|ront,multiplieront,4,
85002,mul|ti|plies,multiplies,3,
85005,mul|ti|pliât,multipliât,3,
85006,mul|ti|pliè|rent,multiplièrent,4,
85020,mul|ti|ra|ciaux,multiraciaux,4,
85036,mun|go,mungo,2,
85037,mu|ni,muni,2,
85038,mu|ni,muni,2,
85040,mu|ni|chois,munichois,3,
85041,mu|ni|chois,munichois,3,
85043,mu|ni|ci|pal,municipal,4,
85046,mu|ni|ci|pa|li|té,municipalité,6,
85047,mu|ni|ci|pa|li|tés,municipalités,6,
85048,mu|ni|ci|paux,municipaux,4,
85051,mu|nie,munie,2,
85052,mu|nie,munie,2,
85053,mu|nies,munies,2,
85057,mu|ni|fi|cents,munificents,4,
85058,mu|nir,munir,2,
85059,mu|nis,munis,2,
85060,mu|nis,munis,2,
85061,mu|nis|saient,munissaient,3,
85062,mu|nis|sait,munissait,3,
85063,mu|nis|sant,munissant,3,
85065,mu|nit,munit,2,
85066,mu|ni|tion,munition,3,
85067,mu|ni|tions,munitions,3,
85068,muns|ter,munster,2,
85069,muon,muon,1,
85076,mu|queux,muqueux,2,
85077,mur,mur,1,
85078,mu|ra,mura,2,
85080,mu|raient,muraient,2,
85083,mu|rait,murait,2,
85084,mu|ral,mural,2,
85087,mu|rant,murant,2,
85088,mu|raux,muraux,2,
85091,mu|rer,murer,2,
85092,mu|re|rait,murerait,3,
85094,mu|ret,muret,2,
85095,mu|re|tin,muretin,3,
85096,mu|re|tins,muretins,3,
85097,mu|rets,murets,2,
85100,mu|rex,murex,2,
85101,mu|rez,murez,2,
85103,mu|ri|dés,muridés,3,
85105,mur|mel,murmel,2,
85106,mur|mu|ra,murmura,3,
